tenure_days,team_size,monthly_spend_usd,logins_per_month,features_used,support_tickets_last_90d,days_since_last_login,nps_score,churned,nps_missing,tenure_months,is_annual_contract,engagement_score,spend_per_feature,tickets_per_month,login_bucket,recency_ratio,plan_rank,acquisition_channel_email,acquisition_channel_organic,acquisition_channel_paid search,acquisition_channel_referral,acquisition_channel_social,industry_education,industry_finance,industry_healthcare,industry_other,industry_retail,industry_saas,industry_unknown,support_tier_dedicated,support_tier_email,support_tier_priority,nps_bucket_detractor,nps_bucket_passive,nps_bucket_promoter
135,25.0,109.08,7,19,0,16,5.0,0,0,4.5,0,50.17,5.45,0.0,1,0.1176,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1112,2.0,76.49,22,14,1,17,7.0,0,0,37.1,1,71.67,5.1,0.333,3,0.0153,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1250,5.0,76.82,2,2,0,15,7.0,0,0,41.7,1,20.33,25.61,0.0,0,0.012,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
747,10.0,124.08,12,12,1,8,8.0,1,0,24.9,1,54.0,9.54,0.333,2,0.0107,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
22,25.0,87.94,4,11,0,6,2.0,0,0,0.7,1,27.17,7.33,0.0,1,0.2609,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1108,10.0,86.49,6,17,0,6,8.0,0,0,36.9,1,51.5,4.8,0.0,1,0.0054,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
480,5.0,0.0,4,6,2,15,4.0,0,0,16.0,1,23.67,0.0,0.667,1,0.0312,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
350,100.0,93.74,3,19,1,8,10.0,0,0,11.7,0,53.5,4.69,0.333,1,0.0228,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1115,25.0,95.58,14,13,1,4,9.0,0,0,37.2,1,60.83,6.83,0.333,2,0.0036,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
398,1.0,0.0,9,7,3,11,6.0,1,0,13.3,1,37.5,0.0,1.0,2,0.0276,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
925,10.0,78.01,6,11,4,21,6.0,0,0,30.8,1,38.5,6.5,1.333,1,0.0227,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
538,5.0,0.0,9,7,1,0,7.0,0,0,17.9,1,39.5,0.0,0.333,2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
537,25.0,23.68,7,13,0,42,8.0,0,0,17.9,1,47.17,1.69,0.0,1,0.0781,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
679,1.0,114.1,9,13,1,1,6.0,1,0,22.6,1,46.5,8.15,0.333,2,0.0015,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1330,5.0,0.0,12,1,2,8,8.0,0,0,44.3,1,37.5,0.0,0.667,2,0.006,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
242,5.0,115.22,4,19,0,9,7.0,1,0,8.1,0,49.17,5.76,0.0,1,0.037,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
993,1.0,99.56,11,19,2,1,3.0,0,0,33.1,1,52.83,4.98,0.667,2,0.001,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1189,5.0,32.02,9,15,2,29,6.0,0,0,39.6,1,49.5,2.0,0.667,2,0.0244,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1402,10.0,0.0,10,14,3,7,7.0,0,0,46.7,1,51.67,0.0,1.0,2,0.005,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
599,5.0,23.91,4,3,1,1,8.0,0,0,20.0,1,27.17,5.98,0.333,1,0.0017,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
472,10.0,96.72,12,4,2,14,1.0,0,0,15.7,1,28.0,19.34,0.667,2,0.0296,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1437,10.0,461.7,1,7,1,13,9.0,0,0,47.9,1,30.17,57.71,0.333,0,0.009,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
714,10.0,85.59,7,1,1,39,8.0,0,0,23.8,1,29.17,42.8,0.333,1,0.0545,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1131,5.0,33.64,0,19,1,6,4.0,1,0,37.7,1,36.5,1.68,0.333,0,0.0053,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
520,1.0,96.36,7,3,0,3,7.0,0,0,17.3,1,30.17,24.09,0.0,1,0.0058,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1207,2.0,23.23,7,15,2,0,7.0,1,0,40.2,1,48.17,1.45,0.667,1,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
453,25.0,124.07,11,13,0,15,8.0,0,0,15.1,1,53.83,8.86,0.0,2,0.033,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
897,5.0,0.0,5,14,0,11,6.0,0,0,29.9,1,41.33,0.0,0.0,1,0.0122,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
94,10.0,106.59,6,7,1,43,0.0,1,0,3.1,1,20.5,13.32,0.333,1,0.4526,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
1261,10.0,35.63,7,1,1,14,5.0,0,0,42.0,0,23.17,17.82,0.333,1,0.0111,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
964,1.0,444.08,4,13,1,32,7.0,0,0,32.1,0,40.17,31.72,0.333,1,0.0332,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1296,25.0,29.79,13,4,0,57,10.0,0,0,43.2,1,47.67,5.96,0.0,2,0.0439,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
111,1.0,95.48,8,12,1,6,9.0,0,0,3.7,1,49.33,7.34,0.333,1,0.0536,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
181,100.0,396.12,12,7,2,1,4.0,0,0,6.0,0,38.5,49.52,0.667,2,0.0055,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1085,5.0,0.0,10,2,0,2,8.0,0,0,36.2,1,35.67,0.0,0.0,2,0.0018,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
498,5.0,703.84,5,17,0,4,10.0,0,0,16.6,0,53.83,39.1,0.0,1,0.008,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
268,1.0,108.69,8,1,1,8,0.0,0,0,8.9,1,14.83,54.34,0.333,1,0.0297,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
651,50.0,0.0,8,14,2,1,7.0,1,0,21.7,0,48.33,0.0,0.667,1,0.0015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
688,5.0,37.32,7,1,0,4,7.0,0,0,22.9,1,27.17,18.66,0.0,1,0.0058,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1108,1.0,101.42,5,3,2,4,7.0,0,0,36.9,1,26.83,25.36,0.667,1,0.0036,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1326,2.0,0.0,8,11,1,0,7.0,0,0,44.2,1,43.83,0.0,0.333,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
152,1.0,36.07,6,7,1,5,10.0,0,0,5.1,0,40.5,4.51,0.333,1,0.0327,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
147,25.0,31.24,3,9,1,1,5.0,0,0,4.9,1,28.5,3.12,0.333,1,0.0068,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
537,2.0,86.09,8,3,0,6,9.0,0,0,17.9,1,35.83,21.52,0.0,1,0.0112,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
967,5.0,0.0,9,1,1,2,5.0,0,0,32.2,0,26.5,0.0,0.333,2,0.0021,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
952,1.0,101.5,5,19,0,20,6.0,0,0,31.7,1,48.83,5.08,0.0,1,0.021,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
402,10.0,493.62,6,2,1,1,10.0,0,0,13.4,1,33.0,164.54,0.333,1,0.0025,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
152,5.0,413.03,3,5,0,24,8.0,0,0,5.1,0,28.5,68.84,0.0,1,0.1569,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
166,10.0,84.5,7,17,1,10,5.0,0,0,5.5,0,47.17,4.69,0.333,1,0.0599,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
323,25.0,0.0,9,19,2,7,7.0,1,0,10.8,1,57.5,0.0,0.667,2,0.0216,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
524,1.0,100.54,7,5,1,9,0.0,0,0,17.5,1,19.17,16.76,0.333,1,0.0171,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1339,10.0,0.0,8,14,3,5,5.0,0,0,44.6,1,44.33,0.0,1.0,1,0.0037,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1226,10.0,0.0,3,10,1,1,8.0,1,0,40.9,0,36.0,0.0,0.333,1,0.0008,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
150,5.0,31.72,6,7,0,17,7.0,0,0,5.0,1,34.5,3.96,0.0,1,0.1126,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
576,1.0,29.02,4,8,1,31,7.0,0,0,19.2,1,32.67,3.22,0.333,1,0.0537,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1448,25.0,75.29,9,8,3,35,7.0,0,0,48.3,0,41.0,8.37,1.0,2,0.0242,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1313,500.0,117.67,6,7,1,13,6.0,0,0,43.8,1,32.5,14.71,0.333,1,0.0099,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
493,100.0,22.0,6,13,0,6,0.0,1,0,16.4,0,29.5,1.57,0.0,1,0.0121,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1454,25.0,31.94,14,14,2,7,6.0,0,0,48.5,0,56.33,2.13,0.667,2,0.0048,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1227,5.0,576.18,9,19,1,12,9.0,0,0,40.9,1,61.5,28.81,0.333,2,0.0098,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
660,2.0,29.41,3,11,1,20,7.0,0,0,22.0,1,35.5,2.45,0.333,1,0.0303,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
451,1.0,25.36,3,2,0,5,6.0,0,0,15.0,1,20.0,8.45,0.0,1,0.0111,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
510,5.0,0.0,0,17,0,29,0.0,0,0,17.0,0,25.5,0.0,0.0,0,0.0568,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1134,1.0,111.5,11,6,2,4,8.0,0,0,37.8,1,43.33,15.93,0.667,2,0.0035,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
422,5.0,89.98,6,9,1,9,7.0,0,0,14.1,0,37.5,9.0,0.333,1,0.0213,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1115,50.0,0.0,16,19,2,39,5.0,0,0,37.2,0,65.17,0.0,0.667,2,0.0349,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
986,100.0,0.0,12,5,1,33,7.0,0,0,32.9,1,41.5,0.0,0.333,2,0.0334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
372,100.0,76.58,6,9,2,14,10.0,0,0,12.4,1,43.5,7.66,0.667,1,0.0375,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
513,1.0,101.05,3,7,1,4,7.0,0,0,17.1,0,29.5,12.63,0.333,1,0.0078,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
222,50.0,35.27,3,4,1,2,6.0,0,0,7.4,1,23.0,7.05,0.333,1,0.009,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
501,1.0,381.8,5,18,1,1,8.0,0,0,16.7,1,51.33,20.09,0.333,1,0.002,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
632,5.0,0.0,6,18,0,14,7.0,1,0,21.1,0,51.0,0.0,0.0,1,0.0221,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1325,10.0,30.63,7,17,2,8,4.0,0,0,44.2,0,45.17,1.7,0.667,1,0.006,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
925,5.0,358.66,5,4,1,10,7.0,0,0,30.8,0,28.33,71.73,0.333,1,0.0108,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1074,100.0,28.02,6,16,1,7,5.0,0,0,35.8,1,44.0,1.65,0.333,1,0.0065,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1105,2.0,108.04,7,5,1,7,7.0,0,0,36.8,0,33.17,18.01,0.333,1,0.0063,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
41,5.0,28.74,5,9,4,10,7.0,0,0,1.4,0,35.83,2.87,1.333,1,0.2381,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
888,1.0,31.52,8,2,0,29,9.0,0,0,29.6,1,34.33,10.51,0.0,1,0.0326,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
159,50.0,588.33,8,2,0,0,9.0,0,0,5.3,1,34.33,196.11,0.0,1,0.0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
540,5.0,23.85,10,4,1,19,0.0,1,0,18.0,1,22.67,4.77,0.333,2,0.0351,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
301,10.0,99.52,7,17,1,5,8.0,0,0,10.0,1,53.17,5.53,0.333,1,0.0166,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
728,10.0,0.0,8,19,2,16,7.0,0,0,24.3,1,55.83,0.0,0.667,1,0.0219,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
619,10.0,0.0,11,3,0,35,7.0,1,0,20.6,1,36.83,0.0,0.0,2,0.0565,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
742,5.0,0.0,7,5,1,4,8.0,0,0,24.7,0,35.17,0.0,0.333,1,0.0054,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1176,2.0,111.77,8,10,2,1,4.0,0,0,39.2,0,36.33,10.16,0.667,1,0.0008,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
407,10.0,34.6,4,6,1,3,10.0,0,0,13.6,1,35.67,4.94,0.333,1,0.0074,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1052,100.0,104.07,19,3,0,3,8.0,0,0,35.1,1,52.17,26.02,0.0,2,0.0028,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1426,25.0,36.26,4,17,0,16,6.0,0,0,47.5,1,44.17,2.01,0.0,1,0.0112,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
519,1.0,413.72,15,10,0,0,7.0,0,0,17.3,0,54.0,37.61,0.0,2,0.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1203,1.0,0.0,12,12,1,0,4.0,1,0,40.1,1,46.0,0.0,0.333,2,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
88,5.0,109.29,5,1,2,14,8.0,0,0,2.9,1,25.83,54.64,0.667,1,0.1573,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
69,25.0,66.69,9,18,1,9,0.0,0,0,2.3,1,42.0,3.51,0.333,2,0.1286,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
126,5.0,105.7,4,19,4,6,6.0,0,0,4.2,1,47.17,5.28,1.333,1,0.0472,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
921,10.0,89.42,6,4,0,10,8.0,0,0,30.7,0,32.0,17.88,0.0,1,0.0108,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1439,100.0,123.8,4,15,2,15,9.0,0,0,48.0,1,47.17,7.74,0.667,1,0.0104,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
106,5.0,108.35,15,9,2,1,5.0,0,0,3.5,0,48.5,10.84,0.667,2,0.0093,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
836,5.0,0.0,4,6,0,9,7.0,0,0,27.9,1,29.67,0.0,0.0,1,0.0108,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
50,50.0,0.0,6,12,0,20,7.0,0,0,1.7,1,42.0,0.0,0.0,1,0.3922,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
55,5.0,393.76,4,18,3,5,6.0,0,0,1.8,1,45.67,20.72,1.0,1,0.0893,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
216,5.0,123.35,7,15,0,17,7.0,0,0,7.2,1,48.17,7.71,0.0,1,0.0783,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1032,5.0,128.87,12,19,0,22,7.0,0,0,34.4,0,62.5,6.44,0.0,2,0.0213,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
899,5.0,28.26,5,9,2,20,5.0,0,0,30.0,0,31.83,2.83,0.667,1,0.0222,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
219,10.0,0.0,3,13,1,12,10.0,0,0,7.3,0,44.5,0.0,0.333,1,0.0545,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
999,5.0,0.0,6,16,0,15,7.0,0,0,33.3,1,48.0,0.0,0.0,1,0.015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1214,2.0,87.04,3,13,1,18,9.0,0,0,40.5,1,42.5,6.22,0.333,1,0.0148,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
649,25.0,29.35,4,1,1,15,5.0,0,0,21.6,0,18.17,14.68,0.333,1,0.0231,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
95,2.0,0.0,7,18,3,7,9.0,0,0,3.2,1,56.67,0.0,1.0,1,0.0729,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
445,2.0,40.96,9,3,0,2,2.0,1,0,14.8,0,23.5,10.24,0.0,2,0.0045,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
629,10.0,0.0,6,17,1,4,8.0,1,0,21.0,1,51.5,0.0,0.333,1,0.0063,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1320,5.0,32.42,2,5,2,2,6.0,1,0,44.0,1,22.83,5.4,0.667,0,0.0015,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
564,2.0,28.43,16,6,3,5,7.0,0,0,18.8,1,49.67,4.06,1.0,2,0.0088,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16,1.0,106.78,7,17,1,8,7.0,1,0,0.5,0,51.17,5.93,0.333,1,0.4706,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1257,10.0,25.71,9,17,0,38,0.0,0,0,41.9,1,40.5,1.43,0.0,2,0.0302,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
705,10.0,28.76,10,1,2,38,8.0,0,0,23.5,0,34.17,14.38,0.667,2,0.0538,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
181,5.0,0.0,3,7,0,17,7.0,0,0,6.0,0,29.5,0.0,0.0,1,0.0934,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
380,1.0,0.0,2,16,0,47,8.0,1,0,12.7,1,43.33,0.0,0.0,0,0.1234,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
444,5.0,33.04,5,5,0,74,7.0,0,0,14.8,1,29.83,5.51,0.0,1,0.1663,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
436,25.0,24.76,6,16,0,25,5.0,0,0,14.5,0,44.0,1.46,0.0,1,0.0572,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
937,5.0,82.29,11,4,1,0,9.0,0,0,31.2,1,42.33,16.46,0.333,2,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1033,50.0,26.73,11,11,0,6,8.0,0,0,34.4,1,50.83,2.23,0.0,2,0.0058,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
280,10.0,84.87,12,14,0,9,6.0,0,0,9.3,1,53.0,5.66,0.0,2,0.032,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
279,10.0,90.78,11,13,1,1,8.0,0,0,9.3,1,53.83,6.48,0.333,2,0.0036,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
196,100.0,95.79,4,8,0,19,9.0,0,0,6.5,0,36.67,10.64,0.0,1,0.0964,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
128,1.0,0.0,2,15,2,1,9.0,0,0,4.3,0,43.83,0.0,0.667,0,0.0078,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
715,5.0,34.24,12,18,2,5,0.0,0,0,23.8,1,47.0,1.8,0.667,2,0.007,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
729,1.0,0.0,16,7,1,0,9.0,0,0,24.3,0,55.17,0.0,0.333,2,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
296,5.0,0.0,11,19,1,8,7.0,0,0,9.9,1,60.83,0.0,0.333,2,0.0269,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
513,5.0,614.49,6,9,0,10,8.0,0,0,17.1,0,39.5,61.45,0.0,1,0.0195,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
437,1.0,0.0,6,11,3,15,6.0,0,0,14.6,1,38.5,0.0,1.0,1,0.0342,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
300,100.0,32.67,6,10,1,4,8.0,0,0,10.0,1,41.0,2.97,0.333,1,0.0133,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
162,10.0,101.99,7,14,0,10,8.0,0,0,5.4,1,48.67,6.8,0.0,1,0.0613,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
968,50.0,115.41,6,16,2,15,6.0,0,0,32.3,1,46.0,6.79,0.667,1,0.0155,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
913,5.0,29.38,13,8,0,17,7.0,1,0,30.4,0,47.67,3.26,0.0,2,0.0186,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1324,5.0,0.0,4,1,1,4,8.0,0,0,44.1,0,24.17,0.0,0.333,1,0.003,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
617,1.0,18.48,10,12,0,0,7.0,0,0,20.6,1,48.67,1.42,0.0,2,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1409,5.0,39.21,3,3,1,0,0.0,1,0,47.0,1,9.5,9.8,0.333,1,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
782,10.0,0.0,8,2,2,17,0.0,1,0,26.1,1,16.33,0.0,0.667,1,0.0217,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
669,1.0,30.99,9,16,2,5,8.0,0,0,22.3,1,55.0,1.82,0.667,2,0.0075,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1043,25.0,0.0,1,4,3,1,9.0,0,0,34.8,1,25.67,0.0,1.0,0,0.001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
599,2.0,0.0,10,2,1,2,9.0,0,0,20.0,1,37.67,0.0,0.333,2,0.0033,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1417,5.0,28.07,6,12,0,17,5.0,0,0,47.2,0,38.0,2.16,0.0,1,0.012,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1407,5.0,0.0,8,17,0,10,7.0,0,0,46.9,1,52.83,0.0,0.0,1,0.0071,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
261,500.0,40.39,9,10,2,8,5.0,0,0,8.7,0,40.0,3.67,0.667,2,0.0305,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
936,1.0,100.75,2,8,0,11,10.0,1,0,31.2,1,35.33,11.19,0.0,0,0.0117,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1276,10.0,115.07,7,18,2,1,5.0,1,0,42.5,1,48.67,6.06,0.667,1,0.0008,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
699,5.0,0.0,7,18,2,4,6.0,1,0,23.3,1,50.67,0.0,0.667,1,0.0057,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
337,1.0,0.0,10,18,3,5,8.0,0,0,11.2,0,59.67,0.0,1.0,2,0.0148,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1146,10.0,0.0,5,2,0,4,9.0,0,0,38.2,1,29.33,0.0,0.0,1,0.0035,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
552,2.0,74.49,2,12,0,23,7.0,0,0,18.4,0,35.33,5.73,0.0,0,0.0416,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1337,1.0,92.63,11,10,2,10,7.0,0,0,44.6,0,47.33,8.42,0.667,2,0.0075,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1386,1.0,0.0,9,8,4,15,7.0,0,0,46.2,0,41.0,0.0,1.333,2,0.0108,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
686,25.0,420.41,13,19,1,3,7.0,0,0,22.9,1,64.17,21.02,0.333,2,0.0044,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
672,1.0,0.0,7,10,1,3,1.0,1,0,22.4,0,28.67,0.0,0.333,1,0.0045,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
531,5.0,40.97,10,11,1,3,8.0,0,0,17.7,0,49.17,3.41,0.333,2,0.0056,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
